City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
404,Cockburn Town,TC,79.65,clear sky,21.4612,-71.1419,Osprey Beach Hotel
406,Bahce,TR,79.56,clear sky,37.1972,36.5766,Bahçe Park Otel Osmaniye
408,Nanakuli,US,76.1,clear sky,21.3906,-158.1547,Camp Pālehua
412,Mitsamiouli,KM,79.02,broken clouds,-11.3847,43.2844,Foyer ADM
422,Le Port,RE,75.16,light rain,-20.9373,55.2919,KORBEY D'OR OUEST
423,Kuala Terengganu,MY,80.55,scattered clouds,5.3302,103.1408,Hotel Grand Continental Kuala Terengganu (4 Star)
425,Dicabisagan,PH,82.18,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
429,Luganville,VU,76.23,overcast clouds,-15.5333,167.1667,The Espiritu Hotel
431,Shaunavon,CA,73.18,broken clouds,49.6501,-108.4181,Bear's Den Lodge
432,Mogadishu,SO,79.39,broken clouds,2.0371,45.3438,Hotel Juba
433,Silvan,TR,84.49,clear sky,38.1419,41.0081,Silvan Grand Otel
434,Mataram,ID,76.01,scattered clouds,-8.5833,116.1167,Hotel Santika Mataram
439,Alugan,PH,78.75,light rain,12.2188,125.4808,JM Lodge
440,Meulaboh,ID,77.36,overcast clouds,4.1363,96.1285,Kost Pria
442,Yugorsk,RU,73.83,broken clouds,61.3133,63.3319,Arkobaleno Mini-hotel
443,Silvassa,IN,83.52,overcast clouds,20.2667,73.0167,Wonderland Resort
445,Bud,US,83.21,clear sky,39.446999999999996,-86.1758,Ted McQuinn Trust
449,Saint-Georges,GD,76.68,broken clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
450,Noumea,NC,73.99,light rain,-22.2763,166.4572,Hôtel Le Lagon
451,Port Hedland,AU,71.65,overcast clouds,-20.3167,118.5667,The Esplanade Hotel
452,Basco,PH,84.13,overcast clouds,20.4487,121.9702,Nathaniel's Lodge
456,Faya,SA,75.72,few clouds,18.3851,42.4509,مقبرة ال مجمل
458,Kanniyakumari,IN,80.83,overcast clouds,8.0833,77.5667,Sparsa
459,Vila,PT,74.75,scattered clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
465,Changping,CN,73.51,few clouds,40.2186,116.2197,Huachang Hotel
466,Sambava,MG,75.33,overcast clouds,-14.2667,50.1667,Melrose
469,Imbituba,BR,76.89,clear sky,-28.24,-48.6703,Praia Hotel Imbituba
471,Encruzilhada,BR,76.35,broken clouds,-15.5314,-40.9094,Hotel e Restaurante Rio Pardo
476,Semporna,MY,77.2,overcast clouds,4.4818,118.6112,"Han Palace Hotel, Semporna, Sabah."
477,Namibe,AO,77.65,clear sky,-15.1961,12.1522,Hotel Chik Chik Namibe
479,Akropong,GH,81.55,broken clouds,5.9746,-0.0854,Vip Lodge
480,Pinega,RU,75.76,clear sky,64.7001,43.3936,"Gostevoy Dom Ooo ""Pinezh'yeles"""
487,Clyde,US,83.35,clear sky,41.3042,-82.9752,Red Roof Inn Clyde
491,Santa Isabel,BR,78.1,clear sky,-23.3156,-46.2214,Chácara Sombra do Altíssimo
492,Korla,CN,81.95,scattered clouds,41.7597,86.1469,Gulisitan Hotel
493,Hamilton,US,84.76,few clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
495,Ostersund,SE,74.61,overcast clouds,63.1792,14.6357,Best Western Hotel Gamla Teatern
497,Carballo,ES,77.58,clear sky,43.213,-8.691,Pazo do Souto
500,Reserva,BR,74.37,clear sky,-24.6503,-50.8506,Hotel Mavi
502,Ischia,IT,76.55,overcast clouds,40.7342,13.9471,Hotel Ulisse
504,San Angelo,US,80.29,few clouds,31.4638,-100.43700000000001,"Motel 6 San Angelo, TX"
509,Kampot,KH,78.85,overcast clouds,10.6167,104.1833,Two Moons Hotel
510,Bar Harbor,US,83.34,clear sky,44.3876,-68.2039,Atlantic Oceanside Hotel & Event Center
513,Burkburnett,US,75.92,broken clouds,34.0979,-98.5706,Best Western Red River Inn
516,Faanui,PF,80.83,overcast clouds,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
518,Muzaffarabad,PK,77.95,light rain,34.37,73.4711,Pearl Continental Muzaffarabad
521,Kavieng,PG,81.32,moderate rain,-2.5744,150.7967,Nusa Island Retreat
523,Lucapa,AO,79.0,broken clouds,-8.4192,20.7447,Residência Ulisses Dos Santos
528,Nanning,CN,76.08,scattered clouds,22.8167,108.3167,Nanning Travelling With Hostel
533,Cortez,US,83.03,clear sky,37.3489,-108.5859,Sand Canyon National 9 Inn
535,Rio Grande,BR,71.06,few clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
540,Rodding,DK,71.49,overcast clouds,55.3657,9.0632,Hotel Rødding
541,Itacare,BR,84.09,clear sky,-14.2775,-38.9967,Ecoporan Hotel Charme Spa & Eventos
542,Dzaoudzi,YT,80.49,overcast clouds,-12.7887,45.2699,Le Rocher
545,Springfield,US,80.89,clear sky,37.2153,-93.2982,University Plaza Hotel & Convention Center
546,Kloulklubed,PW,77.5,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
550,Nanchong,CN,75.22,overcast clouds,30.7951,106.0847,Marine Una Century Hotel
551,Itoman,JP,79.57,broken clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
552,Castanheira De Pera,PT,82.06,clear sky,40.0072,-8.2105,Casa do Ouriço
560,Davila,PH,83.5,overcast clouds,18.4726,120.5763,Blue Ridge Beach Resort
566,Kapit,MY,73.56,scattered clouds,2.0167,112.9333,Hotel Meligai Kapit
567,Pailon,BO,83.88,overcast clouds,-17.65,-62.75,Alojamiento pailon
568,Carbonia,IT,74.98,broken clouds,39.1672,8.5222,Lu 'Hotel
570,Pontianak,ID,78.78,broken clouds,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
572,Frontera,MX,80.02,scattered clouds,26.9333,-101.45,Casagrande Hotel
577,Altus,US,75.06,broken clouds,34.6381,-99.334,"Holiday Inn Express & Suites Altus, an IHG Hotel"
578,Finschhafen,PG,77.47,broken clouds,-6.6024,147.8681,Cossam Guest House
579,Dyersburg,US,84.38,broken clouds,36.0345,-89.3856,Hampton Inn Dyersburg
588,Waterlooville,GB,73.26,scattered clouds,50.8807,-1.0304,Premier Inn Portsmouth Havant hotel
589,Goderich,CA,80.04,overcast clouds,43.7501,-81.7165,Harmony Inn
590,Wana,PK,79.34,few clouds,32.2989,69.5725,Rest House at Wana Camp
592,Tonantins,BR,84.16,broken clouds,-2.8731,-67.8022,Hotel Rei Davi
594,Savannakhet,LA,76.91,overcast clouds,16.566,104.751,โรงแรม ริเวอร์ ฟร้อนท์
596,Luang Prabang,LA,74.84,overcast clouds,19.8856,102.1347,Villa Oasis
598,Corovode,AL,74.05,broken clouds,40.5042,20.2272,Hotel Shpetimi
599,Moroni,KM,77.25,light rain,-11.7022,43.2551,Hotel les Arcades
605,Vila Velha,BR,80.96,broken clouds,-20.3297,-40.2925,Quality Suites Vila Velha
606,Wamba,NG,82.69,overcast clouds,8.9333,8.6,Roma Zee Guest House Annex
608,Rock Sound,BS,79.11,broken clouds,24.9,-76.2,Rock Sound Club
610,Balite,PH,81.95,overcast clouds,15.6469,120.6383,Jo Agustin’s Farm
612,Fenoarivo Atsinanana,MG,74.14,clear sky,-17.3667,49.4167,L'Oasis Lodge
620,Tura,IN,75.49,moderate rain,25.5198,90.2201,Hotel RIKMAN Continental
622,Santa Maria,BR,77.02,broken clouds,-29.6842,-53.8069,Hotel Morotin
623,Kroya,ID,77.2,broken clouds,-7.6331,109.2461,RUSTANTO Fam
625,Acari,PE,75.15,few clouds,-15.4311,-74.6158,HOSPEDAJE XIMENA
626,Sinnamary,GF,82.29,heavy intensity rain,5.3833,-52.95,ALETHEIA Appartement Sinnamary
629,Erie,US,82.26,broken clouds,42.7667,-78.6664,Hampton Inn East Aurora
633,Presidencia Roque Saenz Pena,AR,75.85,overcast clouds,-26.7852,-60.4388,Hotel Gualok
634,Kieta,PG,78.26,few clouds,-6.2167,155.6333,Uruna Bay Retreat
635,Caruaru,BR,79.05,broken clouds,-8.2833,-35.9761,Hotel Central
636,Yichang,CN,74.07,light rain,30.7144,111.2847,Gezhouba Hotel
637,Hami,CN,77.09,moderate rain,42.8,93.45,Laoyutang Resort
640,Rivera,UY,71.69,moderate rain,-30.9053,-55.5508,Hotel Casino & Resort Rivera
649,Cukai,MY,80.74,overcast clouds,4.25,103.4167,OYO 90038 Dalyla Inn Chalet
650,Palora,EC,78.78,light rain,-1.7,-77.9333,Rancho grande
660,Jieshi,CN,80.91,overcast clouds,22.8134,115.8257,Yuehai Hotel
661,Naze,JP,72.43,moderate rain,28.3667,129.4833,奄美ポートタワーホテル
662,Ferreira Do Alentejo,PT,83.79,few clouds,38.05,-8.0333,Herdade da Serra
663,Madang,PG,75.78,broken clouds,-5.2246,145.7966,Comfort Inn Hotel
664,Akyab,MM,83.7,overcast clouds,20.15,92.9,Hotel Memory
666,Sioux Lookout,CA,77.38,scattered clouds,50.1001,-91.917,Knobby's Fly-In Camps
668,Vilkija,LT,71.53,broken clouds,55.05,23.5833,"Mockyne, kaimo turizmo sodyba"
669,Lishan,CN,70.23,clear sky,31.8576,113.2951,Hongdu Hotel
672,General Teran,MX,82.4,clear sky,25.2667,-99.6833,OYO Hotel Garate
675,Liverpool,GB,72.28,scattered clouds,53.4106,-2.9779,Premier Inn Liverpool City Centre (Moorfields) hotel
676,Mumford,GH,82.27,overcast clouds,5.2618,-0.759,Spanish Villa
681,Auki,SB,76.53,overcast clouds,-8.7676,160.7034,Auki Motel
683,Show Low,US,81.28,clear sky,34.2542,-110.0298,Hampton Inn & Suites Show Low-Pinetop
685,Nizhniy Odes,RU,73.92,few clouds,63.6445,54.856,Gostinitsa Uyut
686,Cabedelo,BR,84.87,few clouds,-6.9811,-34.8339,Hotel Pigalle
